attendee_id,direction,trip_option,leg1_mode,leg1_length,leg1_duration,leg2_mode,leg2_length,leg2_duration,leg3_mode,leg3_length,leg3_duration,leg4_mode,leg4_length,leg4_duration,leg5_mode,leg5_length,leg5_duration,leg6_mode,leg6_length,leg6_duration,leg7_mode,leg7_length,leg7_duration,leg8_mode,leg8_length,leg8_duration,leg9_mode,leg9_length,leg9_duration,leg10_mode,leg10_length,leg10_duration,leg11_mode,leg11_length,leg11_duration,leg12_mode,leg12_length,leg12_duration,leg13_mode,leg13_length,leg13_duration,total_duration,total_length,leg1_carbon,leg2_carbon,leg3_carbon,leg4_carbon,leg5_carbon,leg6_carbon,leg7_carbon,leg8_carbon,leg9_carbon,leg10_carbon,leg11_carbon,leg12_carbon,leg13_carbon,calculated_total_carbon_footprint,leg1_cost,leg2_cost,leg3_cost,leg4_cost,leg5_cost,leg6_cost,leg7_cost,leg8_cost,leg9_cost,leg10_cost,leg11_cost,leg12_cost,leg13_cost,calculated_total_cost,leg_count
A00078,ret,1,CAR,133.93342,90.46666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.46666666666668,133.93342,25715.216640000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25715.216640000002,56.92170350000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.92170350000001,1
A00079,ret,1,CAR,152.82609,96.86666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.86666666666666,152.82609,29342.609279999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29342.609279999997,64.95108825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.95108825,1
A00080,ret,1,CAR,150.44182999999998,105.26666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.26666666666668,150.44182999999998,28884.831359999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28884.831359999996,63.93777774999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.93777774999999,1
A00081,ret,1,CAR,93.55479,64.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.31666666666666,93.55479,17962.519679999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17962.519679999998,39.76078575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.76078575,1
A00082,ret,1,CAR,226.93329,138.48333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.48333333333332,226.93329,43571.19168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43571.19168,96.44664825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.44664825,1
A00083,ret,1,BICYCLE,28.08651,97.46666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.46666666666668,28.08651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00084,ret,1,CAR,251.81563,156.11666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.11666666666667,251.81563,48348.600959999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48348.600959999996,107.02164275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.02164275,1
A00085,ret,1,CAR,164.04496,103.43333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.43333333333334,164.04496,31496.63232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31496.63232,69.719108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.719108,1
A00086,ret,1,WALK,3.49999,45.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05,3.49999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00087,ret,1,BICYCLE,44.62957,156.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.06666666666666,44.62957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00088,ret,1,WALK,9.64125,121.78333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.78333333333332,9.64125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00089,ret,1,CAR,127.7455,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,127.7455,24527.136000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24527.136000000002,54.2918375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2918375,1
A00090,ret,1,BICYCLE,64.06869,223.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1,64.06869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00091,ret,1,WALK,14.31551,181.61666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.61666666666667,14.31551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00092,ret,1,CAR,106.13739,65.91666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.91666666666667,106.13739,20378.37888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20378.37888,45.10839075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.10839075,1
A00093,ret,1,WALK,6.82546,87.76666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.76666666666667,6.82546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00094,ret,1,CAR,133.76992,92.88333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.88333333333334,133.76992,25683.824640000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25683.824640000003,56.852216000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.852216000000006,1
A00095,ret,1,BICYCLE,60.30963,208.28333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.28333333333333,60.30963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00096,ret,1,WALK,3.2508000000000004,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,3.2508000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00097,ret,1,BICYCLE,21.02168,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,21.02168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00098,ret,1,CAR,207.70434,130.23333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.23333333333332,207.70434,39879.23328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39879.23328,88.2743445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2743445,1
A00099,ret,1,CAR,71.23064,52.516666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.516666666666666,71.23064,13676.282879999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13676.282879999999,30.273021999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.273021999999997,1
A00100,ret,1,WALK,3.01655,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,3.01655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
